cde_cds_code,cde_school_cde,cde_districtname,cde_school_address,cde_closed_school,lausd_local_district,charterorother,survey_status,charterschool,cde_mingrade,cde_maxgrade,schoolenrollment,cde_englishlearnersschool,cde_freereducedmealsschool,cde_aioran_pct,cde_asian_pct,cde_pi_pct,cde_filipino_pct,cde_latino_pct,cde_afamnh_pct,cde_whitenh_pct,cde_twoormore_pct,cde_nonerprt_pct,cde_dance_course_count,cde_music_course_count,cde_drama_course_count,cde_visual_arts_course_count,cde_media_arts_course_count,cde_estimatedfte_sum_dance,cde_estimatedfte_sum_music,cde_estimatedfte_sum_drama,cde_estimatedfte_sum_visualarts,cde_estimatedfte_sum_mediaarts,cde_9th_grade_dance_enrollment,cde_10th_grade_dance_enrollment,cde_11th_grade_dance_enrollment,cde_12th_grade_dance_enrollment,cde_9th_grade_music_enrollment,cde_10th_grade_music_enrollment,cde_11th_grade_music_enrollment,cde_12th_grade_music_enrollment,cde_9th_grade_drama_enrollment,cde_10th_grade_drama_enrollment,cde_11th_grade_drama_enrollment,cde_12th_grade_drama_enrollment,cde_9th_grade_visual_arts_enrollment,cde_10th_grade_visual_arts_enrollment,cde_11th_grade_visual_arts_enrollment,cde_12th_grade_visual_arts_enrollment,cde_9th_grade_media_arts_enrollment,cde_10th_grade_media_arts_enrollment,cde_11th_grade_media_arts_enrollment,cde_12th_grade_media_arts_enrollment,cde_9th_grade_dance_courses,cde_10th_grade_dance_courses,cde_11th_grade_dance_courses,cde_12th_grade_dance_courses,cde_9th_grade_music_courses,cde_10th_grade_music_courses,cde_11th_grade_music_courses,cde_12th_grade_music_courses,cde_9th_grade_drama_courses,cde_10th_grade_drama_courses,cde_11th_grade_drama_courses,cde_12th_grade_drama_courses,cde_9th_grade_visual_arts_courses,cde_10th_grade_visual_arts_courses,cde_11th_grade_visual_arts_courses,cde_12th_grade_visual_arts_courses,cde_9th_grade_media_arts_courses,cde_10th_grade_media_arts_courses,cde_11th_grade_media_arts_courses,cde_12th_grade_media_arts_courses,elementary,es_prektk,es_kinder,es_1st,es_2nd,es_3rd,es_4th,es_5th,es_6th,es_7th,es_8th,es_dance,esd_prektk,esd_kinder,esd_1st,esd_2nd,esd_3rd,esd_4th,esd_5th,esd_6th,esd_7th,esd_8th,esd_prektk_students,esd_kinder_students,esd_1st_students,esd_2nd_students,esd_3rd_students,esd_4th_students,esd_5th_students,esd_6th_students,esd_7th_students,esd_8th_students,esd_fte_rec,esd_teachingartist_specify,es_music,esm_prektk,esm_kinder,esm_1st,esm_2nd,esm_3rd,esm_4th,esm_5th,esm_6th,esm_7th,esm_8th,esm_prektk_students,esm_kinder_students,esm_1st_students,esm_2nd_students,esm_3rd_students,esm_4th_students,esm_5th_students,esm_6th_students,esm_7th_students,esm_8th_students,esm_fte_rec,esm_teachingartist_specify,es_theater,est_prektk,est_kinder,est_1st,est_2nd,est_3rd,est_4th,est_5th,est_6th,est_7th,est_8th,est_prektk_students,est_kinder_students,est_1st_students,est_2nd_students,est_3rd_students,est_4th_students,est_5th_students,est_6th_students,est_7th_students,est_8th_students,est_fte_rec,est_teachingartist_specify,es_visualarts,esva_prektk,esva_kinder,esva_1st,esva_2nd,esva_3rd,esva_4th,esva_5th,esva_6th,esva_7th,esva_8th,esva_prektk_students,esva_kinder_students,esva_1st_students,esva_2nd_students,esva_3rd_students,esva_4th_students,esva_5th_students,esva_6th_students,esva_7th_students,esva_8th_students,esva_fte_rec,esva_teachingartist_specify,es_mediaarts,esma_prektk,esma_kinder,esma_1st,esma_2nd,esma_3rd,esma_4th,esma_5th,esma_6th,esma_7th,esma_8th,esma_prektk_students,esma_kinder_students,esma_1st_students,esma_2nd_students,esma_3rd_students,esma_4th_students,esma_5th_students,esma_6th_students,esma_7th_students,esma_8th_students,esma_fte_rec,esma_teachingartist_specify,esas_dance,esas_music,esas_theater,esas_visualarts,esas_mediaarts,estypeartscurric,es_organization,secondary,ss_9th,ss_10th,ss_11th,ss_12th,ss_dance,ssd_teachingartist_specify,ss_music,ssm_teachingartist_specify,ss_theater,sst_teachingartist_specify,ss_visualarts,ssva_teachingartist_specify,ss_mediaarts,ssma_teachingartist_specify,ssas_dance,ssas_music,ssas_theater,ssas_visualarts,ssas_mediaarts,ss_organization,datayear
19644856013023,Hillview Middle,East Whittier City Elementary,"10931 South Stamy Road, Whittier, CA, 90604-2225",,,,Participated,FALSE,6,8,705,13.04964539,65.24822695,0.141843972,0.425531915,0.283687943,1.560283688,90.4964539,1.134751773,5.531914894,0.283687943,0.141843972,0,5,0,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,Some,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,Some,0.5,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Discrete,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19644856013031,La Colima Elementary,East Whittier City Elementary,"11225 Miller Road, Whittier, CA, 90604-1952",,,,PARTICIPATED,FALSE,K,5,471,26.11464968,71.54989384,0.212314225,1.061571125,0.212314225,1.061571125,91.29511677,1.061571125,3.821656051,1.061571125,0.212314225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,0.1,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,0.1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,0.1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,Both,Rio Hondo College,FALSE,,,,,,,,,,,,,,,,,,,,,2018-19
19644856013049,Laurel Elementary,East Whittier City Elementary,"13550 Lambert Road, Whittier, CA, 90605-2423",,,,Participated,FALSE,K,5,604,19.37086093,72.01986755,0.165562914,0.496688742,0,0.662251656,92.05298013,0.165562914,5.960264901,0.496688742,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,0,,Yes,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,I do not know,I do not know,No,No,Integrated,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19644856013072,Mulberry Elementary,East Whittier City Elementary,"14029 East Mulberry Drive, Whittier, CA, 90605-3169",,,,PARTICIPATED,FALSE,K,5,562,21.78571429,71.25,0.177935943,0,0.889679715,0.355871886,92.34875445,0.355871886,4.270462633,1.245551601,0.355871886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,1,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,I don't know,Integrated,,FALSE,,,,,,,,,,,,,,,,,,,,,2018-19
19644856013080,Murphy Ranch Elementary,East Whittier City Elementary,"16021 Janine Drive, Whittier, CA, 90603-1527",,,,PARTICIPATED,FALSE,K,5,538,2.973977695,22.67657993,0,3.717472119,0.185873606,0.371747212,76.76579926,1.301115242,15.42750929,1.858736059,0.371747212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,0,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,Both,Fibo Art,FALSE,,,,,,,,,,,,,,,,,,,,,2018-19
19644856013098,Ocean View Elementary,East Whittier City Elementary,"14359 East Second Street, Whittier, CA, 90605-1115",,,,Participated,FALSE,K,5,718,3.064066852,32.31197772,0.417827298,1.671309192,0.139275766,0.974930362,82.31197772,0.69637883,13.09192201,0.69637883,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,0,,Yes,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,Yes,Yes,Yes,No,Discrete,"Yes (unnamed), Meet the Masters",FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19644856013106,Orchard Dale Elementary,East Whittier City Elementary,"10625 South Cole Road, Whittier, CA, 90604-1539",,,,PARTICIPATED,FALSE,K,5,609,8.278145695,50.16556291,0.164203612,1.149425287,0,0.985221675,84.56486043,1.149425287,10.01642036,1.477832512,0.492610837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,0,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,Yes,No,No,Integrated,,FALSE,,,,,,,,,,,,,,,,,,,,,2018-19
19644856013114,Scott Avenue Elementary,East Whittier City Elementary,"11701 Scott Avenue, Whittier, CA, 90604-3245",,,,Participated,FALSE,K,5,606,8.580858086,49.5049505,0,3.795379538,0.330033003,0.825082508,74.42244224,1.650165017,17.65676568,1.320132013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,0,,Yes,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,Yes,No,Yes,No,Integrated,Yes (unnamed),FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19644856089148,Leffingwell Elementary,East Whittier City Elementary,"10625 South Santa Gertrudes, Whittier, CA, 90603-2441",,,,PARTICIPATED,FALSE,K,5,595,2.857142857,31.09243697,0,2.68907563,0,0.672268908,68.90756303,0.168067227,24.20168067,3.025210084,0.336134454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,0,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,All,All,All,All,All,All,,,,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,No,Yes,No,Both,,FALSE,,,,,,,,,,,,,,,,,,,,,2018-19
19645016013130,Cherrylee Elementary,El Monte City,"5025 Buffington Road, El Monte, CA, 91732-1499",,,,PARTICIPATED,FALSE,K,6,386,20.7253886,87.30569948,0,17.61658031,0,0,80.05181347,0.259067358,1.813471503,0.259067358,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Yes,Not applicable - Dance not taught to this grade,,,,None,None,None,None,None,All,None,,,0,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,All,All,All,All,All,All,All,,,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,Yes,No,No,Integrated,,FALSE,,,,,,,,,,,,,,,,,,,,,2018-19
19645016013148,Cleminson Elementary,El Monte City,"5213 North Daleview Avenue, Temple City, CA, 91780-3524",,,,Participated,FALSE,K,6,388,16.49484536,70.10309278,0,31.44329897,0,2.319587629,61.34020619,0.257731959,4.381443299,0.257731959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Not applicable - Grade not present,Not applicable - Grade not present,0.5,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,Discrete,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2015-16
19645016013155,Columbia Elementary,El Monte City,"3400 North California, El Monte, CA, 91731-3136",,,,Participated,FALSE,K,8,902,31.59645233,97.33924612,0,9.423503326,0,0,89.9113082,0.22172949,0.332594235,0.110864745,0,0,5,1,2,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,No,No,No,No,No,No,No,Yes,Yes,Not applicable - Grade not present,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Missing,Missing,0.5,,Yes,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,0.5,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,I do not know,I do not know,No,No,No,Discrete,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2015-16
19645016013163,Cortada Elementary,El Monte City,"3111 North Potrero Avenue, El Monte, CA, 91733-1213",,,,Participated,FALSE,K,6,405,44.9382716,96.2962963,0,13.33333333,0.24691358,0.740740741,85.67901235,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,Integrated,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2015-16
19645016013171,Durfee Elementary,El Monte City,"12233 Star Street, El Monte, CA, 91732-1799",,,,PARTICIPATED,FALSE,K,8,1000,23.3,89.9,0,24.4,0,0.8,73.4,0.3,1.1,0,0,0,6,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Yes,Not applicable - Dance not taught to this grade,Yes,Yes,,None,None,None,None,None,All,None,All,All,0.2,Conga Kids,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,All,All,All,All,All,All,All,Some,Some,1,,Yes,,Not applicable - Theatre not taught to this grade,Not applicable - Theatre not taught to this grade,Not applicable - Theatre not taught to this grade,Yes,Yes,Yes,Yes,Yes,Yes,,None,None,None,Some,Some,Some,Some,Some,Some,0.2,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,All,All,All,All,All,All,All,All,All,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,Yes,Integrated,,FALSE,,,,,,,,,,,,,,,,,,,,,2018-19
19645016013189,Shirpser Elementary,El Monte City,"4020 North Gibson Road, El Monte, CA, 91731-1816",,,,PARTICIPATED,FALSE,K,6,587,52.64054514,96.76320273,0,7.495741056,0,0.511073254,91.82282794,0,0.170357751,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,All,All,All,All,All,All,All,,,0.5,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,Integrated,,FALSE,,,,,,,,,,,,,,,,,,,,,2018-19
19645016013197,Gidley Elementary,El Monte City,"10226 East Lower Azusa Road, El Monte, CA, 91731-1175",,,,PARTICIPATED,FALSE,K,8,504,23.41269841,88.88888889,0,19.84126984,0,1.388888889,75.79365079,0,2.976190476,0,0,0,4,0,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Yes,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,Not applicable - Dance not taught to this grade,,None,None,None,None,None,All,None,None,None,0,Conga Kids,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,All,All,All,All,All,All,All,All,All,1.5,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Some,Some,Some,Some,Some,Some,Some,All,All,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,Integrated,La Mirada Theatre,FALSE,,,,,,,,,,,,,,,,,,,,,2018-19
19645016013205,Legore Elementary,El Monte City,"11121 Bryant Road, El Monte, CA, 91731-2053",,,,Participated,FALSE,K,6,514,38.32684825,92.80155642,0,15.17509728,0,0.194552529,84.43579767,0,0.194552529,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Not applicable - Grade not present,Not applicable - Grade not present,5,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,Both,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2015-16
19645016013221,New Lexington Elementary,El Monte City,"10410 East Bodger Street, El Monte, CA, 91733-1314",,,,Participated,FALSE,K,6,321,34.26791277,94.39252336,0,20.87227414,0.31152648,0.62305296,77.25856698,0.31152648,0.62305296,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,No,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable,Not applicable - Grade not present,Not applicable - Grade not present,Missing,Missing,Missing,Missing,Not applicable - Grade not present,Not applicable - Grade not present,0.25,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2015-16
19645016013247,Potrero Elementary,El Monte City,"2611 North Potrero Avenue, El Monte, CA, 91733-1803",,,,Participated,FALSE,K,8,857,40.72345391,98.24970828,0,9.801633606,0.116686114,0.116686114,89.96499417,0,0,0,0,0,4,0,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,No,No,No,No,No,No,No,Yes,Yes,Not applicable - Grade not present,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Missing,Missing,1,,No,No,No,No,No,Discrete,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2015-16
